Product Name,Type For,Image Name,Image Name,ActualName,BrandName,ProductDetails,Ingredients,ProductLink
Curl Junkie Curl Assurance Aloe Fix Hair Styling Gel (16 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/y/788/Curl-Junkie-Aloe-FIx-hair-styling-gel__05184.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/y/788/Curl-Junkie-Aloe-FIx-hair-styling-gel__05184.jpg,Curl Assurance Aloe Fix Hair Styling Gel (16 oz.),Curl Junkie,"<p>This thick, rich gel is formulated for thick hair with curls and coils, helping to stretch out curls and add weight to hair to help prevent shrinkage. Can also be used to slick back hair into ponytails or smooth flyaway hairs. Also try as a curl refresher to fight midday frizz.<br /><br /> Best for thick hair with curls and coils.<br /><br /> If you are transitioning from a relaxer to natural hair, this gel is great for your new growth.</p>",,/curl-junkie-curl-assurance-aloe-fix-hair-styling-gel-16-oz/
Curl Junkie Curl Assurance Gentle Cleansing Shampoo (12 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/y/143/db_file_img_3919_420x420__58772.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/y/143/db_file_img_3919_420x420__58772.jpg,Curl Assurance Gentle Cleansing Shampoo (12 oz.),Curl Junkie,"<p>Curl Junkie Curl Assurance Gentle Cleansing Shampoo is a smoother, more conditioning version of Curl Junkie's original Sulfate-Free shampoo. Now in a larger bottle, and with a new yummy coconut &nbsp;scent. &nbsp;Formulated with Silk Amino Acids and Green Tea extract to help provide shine to the hair, while Vitamin B5 aids in moisturizing your curls.<br /><br /> Your hair will feel lightly conditioned after use and not dry. <br /><br /> Great for all hair types, especially normal - oily.</p>",,/curl-junkie-curl-assurance-gentle-cleansing-shampoo-12-oz/
Curl Junkie Curl Assurance Smoothing Conditioner (12 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/v/178/db_file_img_3926_420x420__19857.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/v/178/db_file_img_3926_420x420__19857.jpg,Curl Assurance Smoothing Conditioner (12 oz.),Curl Junkie,"<p>Curl Junkie Curl Assurance Smoothing Conditioner can be used on all hair types - especially on hair with a tendency to frizz! This product has the same scent as our <a href=""https://shop.naturallycurly.com/product/curl-junkie-curl-assurance-smoothing-gellie/"" target=""_blank"">Smoothing Gellie</a>, a delightful Mango Coconut Papaya scent.&nbsp;Encourage your ringlets to shine every day with this moisture-filled daily conditioner!&nbsp;<br /> <br /> <a href=""http://www.naturallycurly.com/curlreading/curl-products/horsetail-the-mineral-rich-hair-herb"" target=""_blank"">Read more about horsetail, the mineral-rich hair herb here!</a></p>",,/curl-junkie-curl-assurance-smoothing-conditioner-12-oz/
Curl Junkie Curl Assurance Smoothing Lotion (12 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/b/420/CJ_Smoothing_Lotion__21279.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/b/420/CJ_Smoothing_Lotion__21279.jpg,Curl Assurance Smoothing Lotion (12 oz.),Curl Junkie,"<p>Curl Junkie Curl Assurance Smoothing Lotion is a leave-in conditioner that you only need to use a small amount of to help smooth out your hair. It can be used alone or can provide a great base for other styling products. It can also be used as a rinse-out or on dry hair to add moisture when needed or as a styling aid for twists and braids. Enriched with smoothing slippery elm extract and emoillent jojoba, apricot kernal and sunflower seed oils. Light vanilla-cotton candy scent. Great for all hair types, especially dry, thirsty hair.</p>",,/curl-junkie-curl-assurance-smoothing-lotion-12-oz/
Curl Junkie Curl Queen Hair Styling Gel (12 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/k/366/db_file_img_1876_420x420__22584.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/k/366/db_file_img_1876_420x420__22584.jpg,Curl Queen Hair Styling Gel (12 oz.),Curl Junkie,"<p>Curl Junkie Curl Queen Hair Styling Gel is a glycerin-free conditioning styling gel with a light to medium hold that is excellent for extra protection in humid conditions. Enriched with conditioning and frizz smoothing plant proteins and starches. Light tea scent. Best for normal - fine, wavy - curly hair types.</p>",,/curl-junkie-curl-queen-hair-styling-gel-12-oz/
Curl Junkie Curls in a Bottle (12 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/z/171/curl-junkie-curls-in-a-bottle__24105.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/z/171/curl-junkie-curls-in-a-bottle__24105.jpg,Curls in a Bottle (12 oz.),Curl Junkie,"<p>Curl Junkie Curls in a Bottle is the ultimate solution to maintain and enhance your curls every day. This lightweight hair styling product gently conditions your hair while controlling frizz and adding shine to help your curls pop! <br /> <br /> This lightweight hair styling product is great for all hair types (especially wavy-curly; fine hair types can use this as their only styling product! Normal-Coarse hair types may want to use a leave-in underneath to help add weight to curls) and gently conditions your hair while controlling frizz and adding shine to help your curls pop! This product has a light, fresh, orange creamsicle scent!</p>",,/curl-junkie-curls-in-a-bottle-12-oz/
Curl Junkie Daily Fix Cleansing Conditioner (12 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/c/962/curl-junkie-daily-fix-conditioner-12oz__29812.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/c/962/curl-junkie-daily-fix-conditioner-12oz__29812.jpg,Daily Fix Cleansing Conditioner (12 oz.),Curl Junkie,"<p>Curl Junkie Daily Fix Cleansing Conditioner is a creamy cleansing conditioner. It offers a gentle, yet efficient, option for cleaning your hair and scalp while providing lightweight conditioning. Daily Fix Cleansing Hair Conditioner allows you to clean your hair without harsh sulfates or drying detergents and is able to remove all but the heaviest silicones and oils/waxes.<br /><br /> Daily Fix lightly preps hair for your conditioners or stylers without stripping your hair of its natural oils like most traditional shampoos.<br /><br /> 97% natural/naturally derived ingredients.<br /><br /> Give everyone curl envy!</p>",,/curl-junkie-daily-fix-cleansing-conditioner-12-oz/
Curl Junkie Hibiscus & Banana Deep Fix Moisturizing Conditioner (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/e/177/db_file_img_3927_420x420__00684.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/e/177/db_file_img_3927_420x420__00684.jpg,Hibiscus & Banana Deep Fix Moisturizing Conditioner (8 oz.),Curl Junkie,"<p>Curl Junkie Hibiscus &amp; Banana Deep Fix Moisturizing Conditioner has banana extract that helps to soften the hair while rich, luxurious oils help to smooth and protect the hair shaft. &nbsp;The moisturizing properties of hibiscus help to revitalize the hair. Its petals also have excellent anti-oxidant properties.&nbsp;This thick conditioner also has a yummy banana scent that makes it a pleasure to use!</p>",,/curl-junkie-hibiscus-banana-deep-fix-moisturizing-conditioner-8-oz/
Curl Junkie Hibiscus & Banana Honey Butta Leave-In Conditioner (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/a/878/db_file_img_3929_420x420__17139.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/a/878/db_file_img_3929_420x420__17139.jpg,Hibiscus & Banana Honey Butta Leave-In Conditioner (8 oz.),Curl Junkie,"<p>This honey-rich, all-in-one styling product helps define curls and tame frizz. Loaded with exotic butters, botanicals and oils, this super-moisturizing styling product can even be used on fine hair (in small amounts) to provide frizz protection and curl definition. This rich, luxurious product is fabulous when used on damp hair for two-strand twists and braids for a soft, shiny twist-out!</p>",,/curl-junkie-hibiscus-banana-honey-butta-leave-in-conditioner-8-oz/
Curl Junkie Repair Me! Reconstructive Hair Treatment (12 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/a/998/db_file_img_3923_420x420__46517.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/a/998/db_file_img_3923_420x420__46517.jpg,Repair Me! Reconstructive Hair Treatment (12 oz.),Curl Junkie,"<p>Curl Junkie Repair Me! Reconstructive Hair Treatment helps fill in cracks in the hair shaft to give strength and prevent further breakage. Also great for general maintenance of the hair. Makes a great once-a-month protein treatment to help keep your hair in top shape! Light tropical coconut scent. <br /> <br /> Great for all hair types, especially damaged, dry, fragile/breaking or normal-fine hair types.</p>",,/curl-junkie-repair-me-reconstructive-hair-treatment-12-oz/
Curl Junkie Pattern Pusha - Hair Styling  (16 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/u/272/curl-junkie-pattern-pusha-gel-2__89001.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/u/272/curl-junkie-pattern-pusha-gel-2__89001.jpg,Pattern Pusha - Hair Styling  (16 oz.),Curl Junkie,"<p>Curl Junkie's Pattern Pusha - Hair Styling Gel is a medium-thick, yet slippery, naturally derived gel formulated for hair with waves, curls and coils...helps to enhance all patterns! Has a Fruity-Floral Scent.<br /><br /> When scrunched into the hair it helps to give your hair definition, volume and bounce, and when smoothed into hair it can help stretch out the curls you have and add weight to hair to help elongate and define curls. Also can be used for 2-strand twists!</p>",,/curl-junkie-pattern-pusha-hair-styling-16-oz/
Curl Junkie Curl Rehab Moisturizing Hair Treatment - Gardenia-Coconut (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/o/428/curl-junkie-curl-rehab-gardenia-coconut_1__95176.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/o/428/curl-junkie-curl-rehab-gardenia-coconut_1__95176.jpg,Curl Rehab Moisturizing Hair Treatment - Gardenia-Coconut (8 oz.),Curl Junkie,"<p>Give your hair the moisture it deserves with this moisturizing deep treatment conditioner. Let your hair drink in a wonderfully rich cocktail of aloe, herbs, and healing butters and oils to rejuvenate and restore your precious curls!<br /> <br /> <a href=""http://www.naturallycurly.com/curlreading/curl-products/horsetail-the-mineral-rich-hair-herb"" target=""_blank"">Read more about horsetail, the mineral-rich hair herb!</a></p>",,/curl-junkie-curl-rehab-moisturizing-hair-treatment-gardenia-coconut-8-oz/
Curl Junkie Curl Rehab Moisturizing Hair Treatment - Strawberry Ice Cream (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/q/201/strawberry__79064.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/q/201/strawberry__79064.jpg,Curl Rehab Moisturizing Hair Treatment - Strawberry Ice Cream (8 oz.),Curl Junkie,"<p>Give your hair the moisture it deserves with this moisturizing deep treatment conditioner. Let your hair drink in a wonderfully rich cocktail of aloe, herbs, and healing butters and oils to rejuvenate and restore your precious curls!<br /><br /> <strong>What it is:</strong> Rich, yet lightweight moisturizing treatment for your hair made from a 98% natural/naturally derived cocktail.<br /><br /> <strong>What it does:</strong> Ideal for dry curls and damaged hair, this moisturizing treatment hydrates and softens your hair while helping to restore curl definition.<br /><br /> <strong>Key ingredients:</strong> Aloe, herbs, and healing butters and oils to rejuvenate and restore your precious curls.<br /><br /> <strong>NaturallyCurly Recommends:</strong> A multi-use product, it may also be used as a leave-in conditioner for dry or frizzy curls and coils.<br /><br /> <br /><strong>Learn about ingredients in this product:&nbsp;&nbsp;</strong><a href=""http://www.naturallycurly.com/curlreading/curl-products/horsetail-the-mineral-rich-hair-herb"" target=""_blank"">Read More&gt;</a></p>",,/curl-junkie-curl-rehab-moisturizing-hair-treatment-strawberry-ice-cream-8-oz/
Curl Junkie Spiral Lotion Hair Styling Creme (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/a/300/curl-junkie-spiral-lotion__29113.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/a/300/curl-junkie-spiral-lotion__29113.jpg,Spiral Lotion Hair Styling Creme (8 oz.),Curl Junkie,"<p><span><span><span>A lightweight, volume enhancing, conditioning curl creme&nbsp;</span><span>that can be used on wet hair to enhance and define curls without weighing them down, and can be used on dry hair to revive 2nd day hair or reduce frizz, add moisture and shape/definition to wavy-curly hair. Fragrance-Free!&nbsp;</span><br /><br /><span>A little goes a long way! This product is concentrated so start off with small amounts. Can be applied to wet or dry hair. Apply to clean, wet hair, smoothing through hair lengths. Style as usual. Smooth and scrunch on dry hair to add a touch of frizz-free moisture and definition for those on-the-go 2nd day hairstyles!</span><br /><br /><span>Great for normal - fine, wavy - curly hair types!</span><br /></span></span></p>",,/curl-junkie-spiral-lotion-hair-styling-creme-8-oz/
Curl Junkie Curl Queen Smoothing Hair Styling Gel (12 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/o/109/CJ_Curl_Queen_Smoothing_Gel_12oz__80759.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/o/109/CJ_Curl_Queen_Smoothing_Gel_12oz__80759.jpg,Curl Queen Smoothing Hair Styling Gel (12 oz.),Curl Junkie,"<p><span><span><span>A lightweight volume and curl encouraging styling gel.</span></span></span><span><span>&nbsp;(This replaces our original Curl Queen Gel which is in stock until we run out.). Pairs wonderfully with our new Curl Queen Leave-in Conditioner for a softer hold or Spiral Lotion for a firmer, stronger hold.</span></span></p> <p><span><span><span>Best for Normal - Fine,&nbsp;</span><span>Wavy - Curly hair types.&nbsp;</span></span></span></p>",,/curl-junkie-curl-queen-smoothing-hair-styling-gel-12-oz/
Curl Junkie Curl Queen Leave-In Conditioner (8 oz.),All,http://shop.naturallycurly.com/product_images/m/508/CJ_Curl_Queen_Leave-in_8oz__44862.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/m/508/CJ_Curl_Queen_Leave-in_8oz__44862.jpg,Curl Queen Leave-In Conditioner (8 oz.),Curl Junkie,"<p><span>A lightweight moisturizing leave-in conditioner that helps add some control to your styling routine. Excellent for smoothing, softening, and conditioning your waves, curls, and coils!</span><span>&nbsp;</span><span>This leave-in can even add a light level of hold for fine hair types who don't like to use styling gel and don't like any crunch to their hair.</span></p> <p><span>All hair types, especially those in dry climates.</span></p>",,/curl-junkie-curl-queen-leave-in-conditioner-8-oz/
Curlfection One Step Cream Cleanser (13.5 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/j/123/curlfection-one-step-cream-cleanser__61844.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/j/123/curlfection-one-step-cream-cleanser__61844.jpg,One Step Cream Cleanser (13.5 oz.),Curlfection,"<p>This nourishing co-wash reduces over all frizz, controls expansion and tames your curls even in humid weather. Coconut extracts emulsify to create a low lather refreshing cleanser for your hair and scalp without harsh sulfates. Rich Mango butter smooths and adds shine to your curls. Almond extracts, Keratin, and Silk Amino acids hydrate your hair and envelop your curls with moisture.</p>",,/curlfection-one-step-cream-cleanser-13-5-oz/
